ID,DATA_BASE,TIPO_DESENROLA,UNIDADE_FEDERACAO,COD_CONGLOMERADO_FINANCEIRO,NOME_CONGLOMERADO_FINANCEIRO,NUMERO_OPERACOES,VOLUME_OPERACOES
1,202309,2,AC,49906,BB,142,1421991.1
2,202309,2,AC,10045,BRADESCO,15,83829.79
3,202309,2,AC,49944,BTG PACTUAL,7,37788.79
4,202309,2,AC,51626,CAIXA ECON?MICA FEDERAL,82,247430.66
5,202309,2,AC,51884,INTER,4,12306.86
6,202309,2,AC,10069,ITAU,144,316331.72
7,202309,2,AC,30379,SANTANDER,232,1024530.13
8,202309,2,AC,51011,VOTORANTIM,16,63205.99
9,202309,2,AL,49906,BB,366,1923067.14
10,202309,2,AL,13009717,BCO DO EST. DE SE S.A.,1,3362.67
11,202309,2,AL,10045,BRADESCO,108,511735.61
12,202309,2,AL,49944,BTG PACTUAL,21,132834.28
13,202309,2,AL,51626,CAIXA ECON?MICA FEDERAL,311,692585.93
14,202309,2,AL,51884,INTER,35,134651.2
15,202309,2,AL,10069,ITAU,1365,2964085.89
16,202309,2,AL,30379,SANTANDER,1255,4889064.84
17,202309,2,AL,51011,VOTORANTIM,48,148710.1
18,202309,2,AM,49906,BB,306,2450978.66
19,202309,2,AM,10045,BRADESCO,368,2483097.52
20,202309,2,AM,49944,BTG PACTUAL,21,153686
21,202309,2,AM,51626,CAIXA ECON?MICA FEDERAL,218,438181.32
22,202309,2,AM,51884,INTER,22,74837.6
23,202309,2,AM,10069,ITAU,1312,3182301.16
24,202309,2,AM,30379,SANTANDER,2029,8498924.37
25,202309,2,AM,51011,VOTORANTIM,63,613296.71
26,202309,2,AP,49906,BB,223,2056139.06
27,202309,2,AP,10045,BRADESCO,18,187564.28
28,202309,2,AP,49944,BTG PACTUAL,7,36848.42
29,202309,2,AP,51626,CAIXA ECON?MICA FEDERAL,64,149048.96
30,202309,2,AP,51884,INTER,14,48998.53
31,202309,2,AP,10069,ITAU,198,466619.31
32,202309,2,AP,30379,SANTANDER,408,1472534.71
33,202309,2,AP,51011,VOTORANTIM,11,59548.56
34,202309,2,BA,49906,BB,1540,11153793.57
35,202309,2,BA,10045,BRADESCO,684,3722745.67
36,202309,2,BA,49944,BTG PACTUAL,75,352497.84
37,202309,2,BA,51626,CAIXA ECON?MICA FEDERAL,1206,2076439.38
38,202309,2,BA,51884,INTER,130,568249.77
39,202309,2,BA,10069,ITAU,6898,15364162.34
40,202309,2,BA,30379,SANTANDER,8141,29248248.04
41,202309,2,BA,51011,VOTORANTIM,190,1265392.11
42,202309,2,CE,49906,BB,977,6991109.52
43,202309,2,CE,10045,BRADESCO,432,3002365.56
44,202309,2,CE,49944,BTG PACTUAL,41,175565.65
45,202309,2,CE,51626,CAIXA ECON?MICA FEDERAL,714,1301911.21
46,202309,2,CE,51884,INTER,76,371011.55
47,202309,2,CE,10069,ITAU,4042,9019943.8
48,202309,2,CE,30379,SANTANDER,4294,17197895.25
49,202309,2,CE,51011,VOTORANTIM,159,797845.89
50,202309,2,DF,49906,BB,398,4210762.5
51,202309,2,DF,10045,BRADESCO,169,908948.74
52,202309,2,DF,49944,BTG PACTUAL,35,217515.46
53,202309,2,DF,51626,CAIXA ECON?MICA FEDERAL,440,1023827.3
54,202309,2,DF,51884,INTER,59,365436.86
55,202309,2,DF,10069,ITAU,2262,6196772.38
56,202309,2,DF,30379,SANTANDER,2522,14430963.08
57,202309,2,DF,51011,VOTORANTIM,76,445941.18
58,202309,2,ES,49906,BB,293,2000415.88
59,202309,2,ES,10045,BRADESCO,151,1047232.6
60,202309,2,ES,49944,BTG PACTUAL,15,42593.5
61,202309,2,ES,51626,CAIXA ECON?MICA FEDERAL,362,707352.37
62,202309,2,ES,51884,INTER,55,243459.04
63,202309,2,ES,10069,ITAU,1509,3530656.2
64,202309,2,ES,30379,SANTANDER,2085,8653727.24
65,202309,2,ES,51011,VOTORANTIM,93,530402.84
66,202309,2,GO,49906,BB,659,4575151.76
67,202309,2,GO,10045,BRADESCO,324,2082663.16
68,202309,2,GO,49944,BTG PACTUAL,42,238775.52
69,202309,2,GO,51626,CAIXA ECON?MICA FEDERAL,1067,2119363.89
70,202309,2,GO,51884,INTER,72,333262.25
71,202309,2,GO,10069,ITAU,3972,9554476.07
72,202309,2,GO,30379,SANTANDER,3712,15755177.8
73,202309,2,GO,51011,VOTORANTIM,171,1137249.22
74,202309,2,MA,49906,BB,1088,7603156.25
75,202309,2,MA,10045,BRADESCO,247,1230251.82
76,202309,2,MA,49944,BTG PACTUAL,25,215612.95
77,202309,2,MA,51626,CAIXA ECON?MICA FEDERAL,327,546629.28
78,202309,2,MA,51884,INTER,28,122086.39
79,202309,2,MA,10069,ITAU,1409,3081041.17
80,202309,2,MA,30379,SANTANDER,1938,7442224.63
81,202309,2,MA,51011,VOTORANTIM,81,694436.73
82,202309,2,MG,49906,BB,1784,15716052.78
83,202309,2,MG,10045,BRADESCO,791,4506674.86
84,202309,2,MG,49944,BTG PACTUAL,107,679022.67
85,202309,2,MG,51626,CAIXA ECON?MICA FEDERAL,1917,3226469.81
86,202309,2,MG,51884,INTER,331,1374677.05
87,202309,2,MG,10069,ITAU,11095,25821026.55
88,202309,2,MG,30379,SANTANDER,11102,47368449.53
89,202309,2,MG,51011,VOTORANTIM,550,2956714.37
90,202309,2,MS,49906,BB,477,3645991.9
91,202309,2,MS,10045,BRADESCO,255,1940268.74
92,202309,2,MS,49944,BTG PACTUAL,16,105489.09
93,202309,2,MS,51626,CAIXA ECON?MICA FEDERAL,303,532798.36
94,202309,2,MS,51884,INTER,21,145094.22
95,202309,2,MS,10069,ITAU,999,2471990.75
96,202309,2,MS,30379,SANTANDER,1804,8419691.71
97,202309,2,MS,51011,VOTORANTIM,150,1061853.4
98,202309,2,MT,49906,BB,535,4225789.51
99,202309,2,MT,10045,BRADESCO,200,1442935.37
100,202309,2,MT,49944,BTG PACTUAL,16,150234.67
101,202309,2,MT,51626,CAIXA ECON?MICA FEDERAL,317,593389.88
102,202309,2,MT,51884,INTER,38,215852.55
103,202309,2,MT,10069,ITAU,1062,2630946.61
104,202309,2,MT,30379,SANTANDER,1523,8071413.84
105,202309,2,MT,51011,VOTORANTIM,117,843572.26
106,202309,2,PA,49906,BB,861,5955855.59
107,202309,2,PA,10045,BRADESCO,352,2261791.76
108,202309,2,PA,49944,BTG PACTUAL,37,328941.6
109,202309,2,PA,51626,CAIXA ECON?MICA FEDERAL,539,880028.95
110,202309,2,PA,51884,INTER,54,167421.04
111,202309,2,PA,10069,ITAU,2224,4922386.44
112,202309,2,PA,30379,SANTANDER,2891,10774868.56
113,202309,2,PA,51011,VOTORANTIM,103,935395.94
114,202309,2,PB,49906,BB,502,3236365.2
115,202309,2,PB,10045,BRADESCO,190,936519.29
116,202309,2,PB,49944,BTG PACTUAL,29,66923.05
117,202309,2,PB,51626,CAIXA ECON?MICA FEDERAL,312,577101.34
118,202309,2,PB,51884,INTER,32,103839.54
119,202309,2,PB,10069,ITAU,2115,5239971.52
120,202309,2,PB,30379,SANTANDER,1992,7874880.77
121,202309,2,PB,51011,VOTORANTIM,97,553473.23
122,202309,2,PE,49906,BB,781,4799377.14
123,202309,2,PE,10045,BRADESCO,481,3308403.39
124,202309,2,PE,49944,BTG PACTUAL,65,260209.44
125,202309,2,PE,51626,CAIXA ECON?MICA FEDERAL,622,955531.1
126,202309,2,PE,51884,INTER,78,352102.38
127,202309,2,PE,10069,ITAU,5328,12126415.85
128,202309,2,PE,30379,SANTANDER,5603,23345807.23
129,202309,2,PE,51011,VOTORANTIM,135,753152.42
130,202309,2,PI,49906,BB,633,4190845.37
131,202309,2,PI,10045,BRADESCO,96,449874.97
132,202309,2,PI,49944,BTG PACTUAL,25,59721.69
133,202309,2,PI,51626,CAIXA ECON?MICA FEDERAL,363,686529.25
134,202309,2,PI,51884,INTER,26,98649.74
135,202309,2,PI,10069,ITAU,1012,2019721.41
136,202309,2,PI,30379,SANTANDER,1080,4269909.66
137,202309,2,PI,51011,VOTORANTIM,54,330105.18
138,202309,2,PR,49906,BB,747,5248763.9
139,202309,2,PR,10045,BRADESCO,605,3679916.09
140,202309,2,PR,49944,BTG PACTUAL,80,688144.01
141,202309,2,PR,51626,CAIXA ECON?MICA FEDERAL,1803,3977230.73
142,202309,2,PR,51884,INTER,105,487286.56
143,202309,2,PR,10069,ITAU,6876,18361739.03
144,202309,2,PR,30379,SANTANDER,6801,30147705.07
145,202309,2,PR,51011,VOTORANTIM,469,3093688.09
146,202309,2,RJ,49906,BB,1016,8238280.93
147,202309,2,RJ,13009717,BCO DO EST. DE SE S.A.,1,6162.61
148,202309,2,RJ,10045,BRADESCO,1396,9442172.11
149,202309,2,RJ,49944,BTG PACTUAL,148,909381.28
150,202309,2,RJ,51626,CAIXA ECON?MICA FEDERAL,1448,2603971.09
151,202309,2,RJ,51884,INTER,154,808149.23
152,202309,2,RJ,10069,ITAU,18206,42764742.68
153,202309,2,RJ,30379,SANTANDER,19812,89847925.29
154,202309,2,RJ,51011,VOTORANTIM,521,3492302.32
155,202309,2,RN,49906,BB,600,4640510.68
156,202309,2,RN,10045,BRADESCO,113,627074.49
157,202309,2,RN,49944,BTG PACTUAL,14,60528.93
158,202309,2,RN,51626,CAIXA ECON?MICA FEDERAL,287,628727.08
159,202309,2,RN,51884,INTER,45,172322.86
160,202309,2,RN,10069,ITAU,1737,3806090.96
161,202309,2,RN,30379,SANTANDER,1763,7348475
162,202309,2,RN,51011,VOTORANTIM,91,442117.64
163,202309,2,RO,49906,BB,251,2989013.29
164,202309,2,RO,10045,BRADESCO,56,315609.62
165,202309,2,RO,49944,BTG PACTUAL,8,22097.62
166,202309,2,RO,51626,CAIXA ECON?MICA FEDERAL,192,361153.59
167,202309,2,RO,51884,INTER,16,86057.96
168,202309,2,RO,10069,ITAU,346,881543.28
169,202309,2,RO,30379,SANTANDER,544,2833389.5
170,202309,2,RO,51011,VOTORANTIM,44,397045.38
171,202309,2,RR,49906,BB,139,1230805.17
172,202309,2,RR,10045,BRADESCO,15,128990.25
173,202309,2,RR,49944,BTG PACTUAL,4,13661.74
174,202309,2,RR,51626,CAIXA ECON?MICA FEDERAL,56,147379.2
175,202309,2,RR,51884,INTER,5,44723.51
176,202309,2,RR,10069,ITAU,222,451970.7
177,202309,2,RR,30379,SANTANDER,312,822833.91
178,202309,2,RR,51011,VOTORANTIM,13,115647.06
179,202309,2,RS,49906,BB,692,4548734.9
180,202309,2,RS,10045,BRADESCO,287,1747761.62
181,202309,2,RS,49944,BTG PACTUAL,77,491758.08
182,202309,2,RS,51626,CAIXA ECON?MICA FEDERAL,1741,3844928.32
183,202309,2,RS,51884,INTER,70,336269.06
184,202309,2,RS,10069,ITAU,4493,10065326.09
185,202309,2,RS,30379,SANTANDER,6249,25141001.88
186,202309,2,RS,51011,VOTORANTIM,314,1923797.55
187,202309,2,SC,49906,BB,693,5216146.44
188,202309,2,SC,10045,BRADESCO,291,2227469.57
189,202309,2,SC,49944,BTG PACTUAL,53,532260.69
190,202309,2,SC,51626,CAIXA ECON?MICA FEDERAL,1115,2623598.87
191,202309,2,SC,51884,INTER,56,217335.16
192,202309,2,SC,10069,ITAU,3236,8076632.41
193,202309,2,SC,30379,SANTANDER,3470,15481394.9
194,202309,2,SC,51011,VOTORANTIM,355,2648248.57
195,202309,2,SE,49906,BB,235,1402002.88
196,202309,2,SE,13009717,BCO DO EST. DE SE S.A.,104,578089.76
197,202309,2,SE,10045,BRADESCO,58,219746.57
198,202309,2,SE,49944,BTG PACTUAL,9,34133.79
199,202309,2,SE,51626,CAIXA ECON?MICA FEDERAL,215,313384.73
200,202309,2,SE,51884,INTER,11,80264.52
201,202309,2,SE,10069,ITAU,885,1921728.36
202,202309,2,SE,30379,SANTANDER,897,3365817.54
203,202309,2,SE,51011,VOTORANTIM,41,137712.82
204,202309,2,SP,49906,BB,3435,25186014.3
205,202309,2,SP,13009717,BCO DO EST. DE SE S.A.,2,10144.96
206,202309,2,SP,10045,BRADESCO,4196,25483398.13
207,202309,2,SP,49944,BTG PACTUAL,482,3236912.11
208,202309,2,SP,51626,CAIXA ECON?MICA FEDERAL,4428,8258108.55
209,202309,2,SP,51884,INTER,587,2941771.8
210,202309,2,SP,10069,ITAU,41442,107109746
211,202309,2,SP,30379,SANTANDER,46452,214226023.5
212,202309,2,SP,51011,VOTORANTIM,2141,12374366.27
213,202309,2,TO,49906,BB,264,2171029.25
214,202309,2,TO,10045,BRADESCO,78,663485.88
215,202309,2,TO,49944,BTG PACTUAL,6,36191.19
216,202309,2,TO,51626,CAIXA ECON?MICA FEDERAL,136,278152.34
217,202309,2,TO,51884,INTER,14,74673.71
218,202309,2,TO,10069,ITAU,275,501528.04
219,202309,2,TO,30379,SANTANDER,398,1482529.96
220,202309,2,TO,51011,VOTORANTIM,31,172923.03
221,202310,1,AC,51750,BANCO SICOOB,1,434.02
222,202310,1,AC,49906,BB,58,34550.72
223,202310,1,AC,30290,BMG,37,28745.9
224,202310,1,AC,10045,BRADESCO,24,12782.17
225,202310,1,AC,49944,BTG PACTUAL,67,53302.58
226,202310,1,AC,52072,C6 BANK,7,3372.69
227,202310,1,AC,51626,CAIXA ECON?MICA FEDERAL,56,40733.02
228,202310,1,AC,51884,INTER,171,126435.68
229,202310,1,AC,10069,ITAU,23,18147.59
230,202310,1,AC,52058,NUBANK,374,233894.4
231,202310,1,AC,30379,SANTANDER,40,25853.03
232,202310,1,AC,3632872,SICOOB CREDISUL,2,3118.9
233,202310,1,AC,51011,VOTORANTIM,3,2978.62
234,202310,1,AL,51750,BANCO SICOOB,2,2103.8
235,202310,1,AL,49906,BB,117,65893.16
236,202310,1,AL,30290,BMG,170,142653.9
237,202310,1,AL,10045,BRADESCO,122,87408.8
238,202310,1,AL,49944,BTG PACTUAL,304,223604.57
239,202310,1,AL,52072,C6 BANK,36,18184.08
240,202310,1,AL,51626,CAIXA ECON?MICA FEDERAL,189,108047.86
241,202310,1,AL,51884,INTER,740,548270.52
242,202310,1,AL,10069,ITAU,156,108772.5
243,202310,1,AL,52058,NUBANK,969,606638.35
244,202310,1,AL,30379,SANTANDER,112,80037.58
245,202310,1,AL,51011,VOTORANTIM,11,11360.3
246,202310,1,AM,51750,BANCO SICOOB,1,410.28
247,202310,1,AM,49906,BB,75,38216.78
248,202310,1,AM,30290,BMG,199,200414.74
249,202310,1,AM,10045,BRADESCO,417,301524.04
250,202310,1,AM,49944,BTG PACTUAL,434,340471.85
251,202310,1,AM,52072,C6 BANK,48,38976.37
252,202310,1,AM,51626,CAIXA ECON?MICA FEDERAL,214,160223.57
253,202310,1,AM,2015588,CCLA DO CENTRO SUL RONDONIENSE,1,1229.59
254,202310,1,AM,51884,INTER,943,761969.42
255,202310,1,AM,10069,ITAU,277,210187.72
256,202310,1,AM,52058,NUBANK,1659,1132151.59
257,202310,1,AM,30379,SANTANDER,254,171751.3
258,202310,1,AM,5203605,SICOOB AMAZ?NIA,1,242.13
259,202310,1,AM,51011,VOTORANTIM,12,6225.29
260,202310,1,AP,49906,BB,40,20192.93
261,202310,1,AP,30290,BMG,31,27033.28
262,202310,1,AP,10045,BRADESCO,26,19867.23
263,202310,1,AP,49944,BTG PACTUAL,60,48720.98
264,202310,1,AP,52072,C6 BANK,15,7823.6
265,202310,1,AP,51626,CAIXA ECON?MICA FEDERAL,24,13896.78
266,202310,1,AP,51884,INTER,121,84415.92
267,202310,1,AP,10069,ITAU,30,18269.23
268,202310,1,AP,52058,NUBANK,258,146263.29
269,202310,1,AP,30379,SANTANDER,28,14383.61
270,202310,1,AP,51011,VOTORANTIM,1,1058.74
271,202310,1,BA,51750,BANCO SICOOB,5,2924.84
272,202310,1,BA,49906,BB,523,293982.71
273,202310,1,BA,30290,BMG,700,562249.92
274,202310,1,BA,10045,BRADESCO,945,613647.93
275,202310,1,BA,49944,BTG PACTUAL,1422,1085130.21
276,202310,1,BA,52072,C6 BANK,203,119705.95
277,202310,1,BA,51626,CAIXA ECON?MICA FEDERAL,665,453511.99
278,202310,1,BA,4174720,CC SICOOB COOPEMAR,2,465.87
279,202310,1,BA,4321309,CC SICOOB CRED EXECUTIVO,1,496.42
280,202310,1,BA,2282165,CC SICOOB CREDICONQUISTA,1,973.13
281,202310,1,BA,2876918,CC SICOOB NORTE SUL,2,1241.14
282,202310,1,BA,51884,INTER,2889,2107665.27
283,202310,1,BA,10069,ITAU,730,552485.28
284,202310,1,BA,52058,NUBANK,4302,2675385.99
285,202310,1,BA,30379,SANTANDER,689,487822.99
286,202310,1,BA,73398646,SOC CC SICOOB COOPERE,4,3408.89
287,202310,1,BA,51011,VOTORANTIM,49,44426.28
288,202310,1,CE,51750,BANCO SICOOB,1,346.99
289,202310,1,CE,49906,BB,441,273208.37
290,202310,1,CE,30290,BMG,652,556859.69
291,202310,1,CE,10045,BRADESCO,942,675513.92
292,202310,1,CE,49944,BTG PACTUAL,1274,1017061.17
293,202310,1,CE,52072,C6 BANK,157,94882.28
294,202310,1,CE,51626,CAIXA ECON?MICA FEDERAL,644,440205.32
295,202310,1,CE,51884,INTER,2892,2171178.39
296,202310,1,CE,10069,ITAU,549,417918.19
297,202310,1,CE,52058,NUBANK,4326,2851539.96
298,202310,1,CE,30379,SANTANDER,655,494604.31
299,202310,1,CE,51011,VOTORANTIM,50,42538.11
300,202310,1,DF,51750,BANCO SICOOB,8,3853.67
301,202310,1,DF,49906,BB,184,102430.65
302,202310,1,DF,30290,BMG,280,232020.96
303,202310,1,DF,10045,BRADESCO,152,102026.16
304,202310,1,DF,49944,BTG PACTUAL,482,368550.12
305,202310,1,DF,52072,C6 BANK,92,59771.3
306,202310,1,DF,51626,CAIXA ECON?MICA FEDERAL,178,115841.81
307,202310,1,DF,694877,COOP SICOOB EXECUTIVO LTDA.,1,193.48
308,202310,1,DF,51884,INTER,1225,912784.92
309,202310,1,DF,10069,ITAU,258,199247.98
310,202310,1,DF,52058,NUBANK,1684,1087763.73
311,202310,1,DF,30379,SANTANDER,253,185671.54
312,202310,1,DF,51011,VOTORANTIM,9,9429.34
313,202310,1,ES,51750,BANCO SICOOB,25,24421.71
314,202310,1,ES,49906,BB,91,59510.26
315,202310,1,ES,30290,BMG,205,174958.94
316,202310,1,ES,10045,BRADESCO,135,93496.3
317,202310,1,ES,49944,BTG PACTUAL,362,280612.18
318,202310,1,ES,52072,C6 BANK,38,21979.84
319,202310,1,ES,51626,CAIXA ECON?MICA FEDERAL,215,137085.32
320,202310,1,ES,51884,INTER,905,653670.19
321,202310,1,ES,10069,ITAU,220,158037.79
322,202310,1,ES,52058,NUBANK,1195,750518.06
323,202310,1,ES,30379,SANTANDER,237,186503.54
324,202310,1,ES,51011,VOTORANTIM,11,9591.39
325,202310,1,GO,51750,BANCO SICOOB,10,8290.7
326,202310,1,GO,49906,BB,141,81198.06
327,202310,1,GO,30290,BMG,340,281102.33
328,202310,1,GO,10045,BRADESCO,247,160343.65
329,202310,1,GO,49944,BTG PACTUAL,710,571543.02
330,202310,1,GO,52072,C6 BANK,94,64174.11
331,202310,1,GO,51626,CAIXA ECON?MICA FEDERAL,312,181241.66
332,202310,1,GO,33579731,CCLA CENTRO-SUL GOIANO,2,1542.89
333,202310,1,GO,2282709,COOP CENTRO NORTE BRASILEIRO,1,610.26
334,202310,1,GO,51884,INTER,1394,1065181.07
335,202310,1,GO,10069,ITAU,437,307110.51
336,202310,1,GO,52058,NUBANK,2061,1263569.44
337,202310,1,GO,30379,SANTANDER,287,187163.27
338,202310,1,GO,51011,VOTORANTIM,17,14446.79
339,202310,1,MA,51750,BANCO SICOOB,2,967.11
340,202310,1,MA,49906,BB,282,139352.68
341,202310,1,MA,30290,BMG,216,177471.79
342,202310,1,MA,10045,BRADESCO,250,155708.4
343,202310,1,MA,49944,BTG PACTUAL,358,263113.7
344,202310,1,MA,52072,C6 BANK,55,33566.92
345,202310,1,MA,51626,CAIXA ECON?MICA FEDERAL,214,146241.98
346,202310,1,MA,51884,INTER,877,620023.45
347,202310,1,MA,10069,ITAU,157,102297.74
348,202310,1,MA,52058,NUBANK,1628,975383.04
349,202310,1,MA,30379,SANTANDER,183,126122.74
350,202310,1,MA,51011,VOTORANTIM,10,8702.13
351,202310,1,MG,51750,BANCO SICOOB,55,48582.41
352,202310,1,MG,49906,BB,472,264591.3
353,202310,1,MG,30290,BMG,1520,1271753.41
354,202310,1,MG,10045,BRADESCO,857,591252.36
355,202310,1,MG,49944,BTG PACTUAL,1763,1400802.05
356,202310,1,MG,52072,C6 BANK,288,207483.45
357,202310,1,MG,51626,CAIXA ECON?MICA FEDERAL,1049,682568.39
358,202310,1,MG,66398496,CC CREDIARA LTDA.,1,655.76
359,202310,1,MG,14046512,CCLA MARGEM ESQUERDA DO URUCUI,1,235.04
360,202310,1,MG,1736516,CCLA REG. CTR. E OESTE MINEIRO,3,3120.36
361,202310,1,MG,1703620,CCLA UNI?O CENTRO OESTE MINAS,2,3108.08
362,202310,1,MG,51884,INTER,6034,4444361.44
363,202310,1,MG,10069,ITAU,1399,983436.33
364,202310,1,MG,52058,NUBANK,5387,3548932.85
365,202310,1,MG,30379,SANTANDER,964,658999.97
366,202310,1,MG,51011,VOTORANTIM,54,38054.79
367,202310,1,MS,51750,BANCO SICOOB,10,6140.77
368,202310,1,MS,49906,BB,159,99266.45
369,202310,1,MS,30290,BMG,256,225860.73
370,202310,1,MS,10045,BRADESCO,351,262754.03
371,202310,1,MS,49944,BTG PACTUAL,496,414185.74
372,202310,1,MS,52072,C6 BANK,74,53386.06
373,202310,1,MS,51626,CAIXA ECON?MICA FEDERAL,277,200407.05
374,202310,1,MS,51884,INTER,855,648524.03
375,202310,1,MS,10069,ITAU,171,122452.46
376,202310,1,MS,52058,NUBANK,1654,1138294.1
377,202310,1,MS,30379,SANTANDER,245,180292.06
378,202310,1,MS,51011,VOTORANTIM,21,18831.57
379,202310,1,MT,51750,BANCO SICOOB,8,10952.23
380,202310,1,MT,49906,BB,142,96847.1
381,202310,1,MT,30290,BMG,181,144150.55
382,202310,1,MT,10045,BRADESCO,172,142879.68
383,202310,1,MT,49944,BTG PACTUAL,372,327393.42
384,202310,1,MT,52072,C6 BANK,61,47567.64
385,202310,1,MT,51626,CAIXA ECON?MICA FEDERAL,111,96602.52
386,202310,1,MT,2015588,CCLA DO CENTRO SUL RONDONIENSE,2,3146.23
387,202310,1,MT,23623636,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,2,2962.93
388,202310,1,MT,51884,INTER,633,533816.7
389,202310,1,MT,10069,ITAU,141,109349.09
390,202310,1,MT,52058,NUBANK,1120,812097.78
391,202310,1,MT,30379,SANTANDER,128,99141.63
392,202310,1,MT,3632872,SICOOB CREDISUL,3,2930.27
393,202310,1,MT,51011,VOTORANTIM,28,25947.39
394,202310,1,PA,51750,BANCO SICOOB,2,4210.09
395,202310,1,PA,49906,BB,221,112054.4
396,202310,1,PA,30290,BMG,288,218356.71
397,202310,1,PA,10045,BRADESCO,318,208538.27
398,202310,1,PA,49944,BTG PACTUAL,592,427051.88
399,202310,1,PA,52072,C6 BANK,78,49397.24
400,202310,1,PA,51626,CAIXA ECON?MICA FEDERAL,270,149931.42
401,202310,1,PA,51884,INTER,1433,1002709.62
402,202310,1,PA,10069,ITAU,304,218525.01
403,202310,1,PA,52058,NUBANK,2358,1390302.47
404,202310,1,PA,30379,SANTANDER,315,194322.62
405,202310,1,PA,51011,VOTORANTIM,28,19796.07
406,202310,1,PB,49906,BB,172,99398.84
407,202310,1,PB,30290,BMG,271,229569.23
408,202310,1,PB,10045,BRADESCO,327,226771.2
409,202310,1,PB,49944,BTG PACTUAL,473,370499.37
410,202310,1,PB,52072,C6 BANK,41,31662.77
411,202310,1,PB,51626,CAIXA ECON?MICA FEDERAL,253,162972.51
412,202310,1,PB,51884,INTER,973,765232.2
413,202310,1,PB,10069,ITAU,169,121325.7
414,202310,1,PB,52058,NUBANK,1442,931909.92
415,202310,1,PB,30379,SANTANDER,183,136172.75
416,202310,1,PB,51011,VOTORANTIM,14,8726.31
417,202310,1,PE,51750,BANCO SICOOB,4,4430.54
418,202310,1,PE,49906,BB,330,203220
419,202310,1,PE,30290,BMG,558,450867.77
420,202310,1,PE,10045,BRADESCO,643,440702.12
421,202310,1,PE,49944,BTG PACTUAL,920,684720.15
422,202310,1,PE,52072,C6 BANK,123,82473.34
423,202310,1,PE,51626,CAIXA ECON?MICA FEDERAL,565,375294.67
424,202310,1,PE,4174720,CC SICOOB COOPEMAR,1,2256.1
425,202310,1,PE,51884,INTER,2113,1505259.89
426,202310,1,PE,10069,ITAU,605,434985.73
427,202310,1,PE,52058,NUBANK,3069,2010395.63
428,202310,1,PE,30379,SANTANDER,579,385437.84
429,202310,1,PE,51011,VOTORANTIM,27,23210.51
430,202310,1,PI,51750,BANCO SICOOB,2,685.98
431,202310,1,PI,49906,BB,253,159640.27
432,202310,1,PI,30290,BMG,183,152598.88
433,202310,1,PI,10045,BRADESCO,169,137356.18
434,202310,1,PI,49944,BTG PACTUAL,341,271138.17
435,202310,1,PI,52072,C6 BANK,49,36942.5
436,202310,1,PI,51626,CAIXA ECON?MICA FEDERAL,205,176845.71
437,202310,1,PI,23623636,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,1,1039.09
438,202310,1,PI,51884,INTER,746,626349.02
439,202310,1,PI,10069,ITAU,111,74103.87
440,202310,1,PI,52058,NUBANK,1363,1021283.14
441,202310,1,PI,30379,SANTANDER,124,100551.84
442,202310,1,PI,51011,VOTORANTIM,12,7359.87
443,202310,1,PR,51750,BANCO SICOOB,25,15174.91
444,202310,1,PR,49906,BB,204,124099.54
445,202310,1,PR,30290,BMG,513,418320.09
446,202310,1,PR,10045,BRADESCO,490,312349.97
447,202310,1,PR,49944,BTG PACTUAL,1067,834685.15
448,202310,1,PR,52072,C6 BANK,226,141913.4
449,202310,1,PR,51626,CAIXA ECON?MICA FEDERAL,455,298185.05
450,202310,1,PR,2466552,CC SICOOB VALE SUL,5,5849.06
451,202310,1,PR,2015588,CCLA DO CENTRO SUL RONDONIENSE,1,678.62
452,202310,1,PR,23623636,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,1,514.63
453,202310,1,PR,7026923,CCLA SICOOB ARENITO PARAN? / S?O PAULO,1,880.99
454,202310,1,PR,78862083,COOP NOVOS CAMPOS,1,1011.52
455,202310,1,PR,51884,INTER,1897,1436662.6
456,202310,1,PR,10069,ITAU,752,522189.56
457,202310,1,PR,52058,NUBANK,3134,2037655.59
458,202310,1,PR,30379,SANTANDER,468,306872.64
459,202310,1,PR,3632872,SICOOB CREDISUL,1,384.35
460,202310,1,PR,51011,VOTORANTIM,23,20431.05
461,202310,1,RJ,51750,BANCO SICOOB,16,12502.81
462,202310,1,RJ,49906,BB,476,258651.77
463,202310,1,RJ,30290,BMG,1298,1002433.66
464,202310,1,RJ,10045,BRADESCO,1734,1134591.32
465,202310,1,RJ,49944,BTG PACTUAL,2590,1935596.45
466,202310,1,RJ,52072,C6 BANK,592,385006.83
467,202310,1,RJ,51626,CAIXA ECON?MICA FEDERAL,1247,791533.33
468,202310,1,RJ,51884,INTER,5452,3922740.6
469,202310,1,RJ,10069,ITAU,3242,2116454.12
470,202310,1,RJ,52058,NUBANK,9326,5620499.13
471,202310,1,RJ,30379,SANTANDER,2208,1442810.3
472,202310,1,RJ,51011,VOTORANTIM,79,60321.99
473,202310,1,RN,51750,BANCO SICOOB,1,532.19
474,202310,1,RN,49906,BB,205,118789.19
475,202310,1,RN,30290,BMG,209,176841.19
476,202310,1,RN,10045,BRADESCO,197,137251.27
477,202310,1,RN,49944,BTG PACTUAL,396,282036.51
478,202310,1,RN,52072,C6 BANK,57,36966
